195	-44.858
196	18.143
197	-3.857
198	61.143
199	-12.856
200	9.144
201	-14.856
202	-8.856
203	-7.855
204	2.145
205	-14.855
206	2.146
207	-19.854
208	4.146
209	22.146
210	-35.853
211	53.147
212	47.147
213	-56.852
214	14.148
215	3.148
216	44.149
217	-31.851
218	64.149
219	35.149
220	-17.850
221	-43.850
222	-24.850
223	11.151
224	83.151
225	-1.849
226	9.152
227	-7.848
228	5.152
229	19.153
230	75.153
231	-17.847
232	32.154
233	17.154
234	25.154
235	1.154
236	-2.845
237	12.155
238	-3.845
239	-16.844
240	15.156
241	9.156
242	-6.843
243	16.157
244	9.157
245	-12.842
246	-21.842
247	22.158
248	-4.841
249	26.159
250	0.159
251	6.160
252	26.160
253	35.160
254	-30.839
255	-0.839
256	38.161
257	-27.838
258	26.162
259	-10.837
260	-24.837
261	72.163
262	10.164
263	9.164
264	-1.836
265	-20.835
266	-16.835
267	-28.835
268	-5.834
269	-5.834
270	23.167
271	40.167
272	-11.833
273	-32.832
274	3.168
275	34.168
276	18.169
277	-19.831
278	-11.831
279	-15.830
280	8.170
281	-19.829
282	62.171
283	-18.829
284	-5.828
285	31.172
286	37.172
287	1.173
288	-14.827
289	-12.826
290	1.174
291	-65.826
292	-43.825
293	-33.825
294	-12.824
295	-30.824
296	32.176
297	22.177
298	-19.823
299	25.178
300	3.178
301	-41.822
302	7.179
303	30.179
304	-9.820
305	-53.820
306	-2.820
307	27.181
308	33.181
309	23.182
310	41.182
311	36.182
312	49.183
313	-17.817
314	-16.816
315	-2.816
316	0.185
317	-38.815
318	-41.815
319	5.186
320	-48.814
321	-27.813
322	-60.813
323	-21.812
324	13.188
325	36.188
326	17.189
327	-2.811
328	-120.810
329	0.190
330	-22.810
331	4.191
332	-9.809
333	-17.808
334	-32.808
335	-31.807
336	21.193
337	29.194
338	-12.806
339	-48.805
340	-54.805
341	-61.805
342	2.196
343	5.196
344	24.197
345	-32.803
346	-46.802
347	72.198
348	33.199
349	11.199
350	3.199
351	33.200
352	-7.800
353	-43.799
354	-52.799
355	-53.798
356	18.202
357	-22.797
358	-16.797
359	-47.796
360	5.204
361	-31.795
362	-11.795
363	16.206
364	17.206
365	-16.793
366	42.207
367	-42.792
368	10.208
369	-46.791
370	-11.791
371	7.210
372	9.210
373	14.211
374	6.211
375	17.212
376	-10.788
377	12.213
378	-48.787
379	54.214
380	101.214
381	-14.785
382	21.215
383	-3.784
384	-0.784
385	8.217
386	-25.783
387	10.218
388	-35.781
389	-19.781
390	22.220
391	-16.780
392	-2.779
393	38.221
394	-7.778
395	5.222
396	-4.777
397	-27.777
398	51.224
399	25.225
400	-11.775
401	-71.774
402	51.226
403	47.227
404	-29.773
405	39.228
406	-29.772
407	25.229
408	18.230
409	26.230
410	16.231
411	8.231
412	35.232
413	-8.768
414	18.233
415	-15.766
416	-17.766
417	-16.765
418	-58.765
419	20.236
