195	1986.667
196	2369.622
197	2399.577
198	1795.533
199	1944.488
200	2692.454
201	1945.409
202	1898.363
203	1808.318
204	2134.272
205	2027.226
206	2116.180
207	2066.146
208	1622.100
209	2244.053
210	1599.007
211	1590.960
212	1639.914
213	1609.867
214	1587.831
215	1295.784
216	1835.737
217	1526.689
218	2637.642
219	1937.594
220	2228.546
221	2205.510
222	1738.462
223	1852.414
224	2023.365
225	1980.316
226	1906.268
227	1859.219
228	1830.182
229	1994.133
230	1885.083
231	1954.034
232	1897.984
233	1894.934
234	1911.884
235	2244.846
236	1640.796
237	1707.745
238	2561.695
239	1667.644
240	1680.593
241	1576.542
242	1390.503
243	1524.452
244	1395.400
245	1488.348
246	1351.296
247	1519.244
248	1498.192
249	1755.153
250	1672.100
251	1737.047
252	1737.994
253	1765.941
254	1818.888
255	2545.834
256	2066.794
257	1747.740
258	1773.686
259	1783.632
260	1634.578
261	1805.524
262	1957.469
263	1850.414
264	2541.359
265	1565.317
266	1662.262
267	1609.207
268	1729.151
269	1607.095
270	1564.039
271	2312.982
272	2352.926
273	1505.883
274	1518.827
275	1659.770
276	2268.712
277	1467.655
278	1562.597
279	1527.540
280	1403.482
281	1617.423
282	2209.380
283	1978.321
284	1782.262
285	1830.203
286	2135.144
287	1725.085
288	1706.025
289	1773.966
290	2091.921
291	1710.860
292	1775.800
293	1767.740
294	2037.679
295	1833.618
296	1873.557
297	2777.495
298	1902.434
299	1737.387
300	1774.325
301	1611.263
302	1704.201
303	1739.138
304	1720.075
305	1492.012
306	1790.949
307	1310.902
308	1393.838
309	1612.774
310	1452.710
311	1543.646
312	1507.581
313	1346.516
314	1700.468
315	1841.402
316	1506.337
317	1943.271
318	2142.205
319	1892.156
320	1830.090
321	1872.023
322	1769.956
323	1857.889
324	1761.822
325	1726.772
326	1680.704
327	1609.636
328	1607.568
329	1624.499
330	1392.448
331	1944.379
332	1509.310
333	2707.241
334	1403.171
335	2130.119
336	2208.049
337	1962.979
338	1815.908
339	1671.837
340	1814.784
341	1823.713
342	1874.641
343	2023.570
344	2048.498
345	1564.444
346	2018.371
347	1528.298
348	2436.225
349	1588.152
350	1939.097
351	1439.023
352	1303.949
353	1375.875
354	1367.801
355	1872.744
356	1664.669
357	1655.594
358	1718.519
359	2529.443
360	1884.386
361	1737.309
362	2223.233
363	1980.156
364	1871.079
365	1479.020
366	1516.943
367	1646.865
368	1968.786
369	1607.708
370	1441.649
371	1354.570
372	1480.490
373	1435.410
374	1410.330
375	1656.250
376	2621.190
377	1892.109
378	1767.028
379	1971.946
380	1709.865
381	1911.803
382	1833.721
383	1758.638
384	1956.555
385	2159.472
386	1611.409
387	1662.325
388	1608.241
389	1527.157
390	1822.072
391	1439.008
392	1448.923
393	1379.837
394	1556.751
395	1307.665
396	1677.600
397	1707.513
398	1679.426
399	2409.338
400	2028.250
401	1992.184
402	1975.095
403	1934.006
404	1788.917
405	1532.850
406	1630.760
407	1841.670
408	1538.579
409	1410.511
410	1283.420
411	1402.329
412	2143.237
413	1552.167
414	1696.075
415	1954.982
416	2470.912
417	1948.819
418	2035.725
419	2354.630
420	1798.559
421	1892.464
422	1780.369
423	1429.297
424	1305.201
425	1996.105
426	1374.008
427	2028.935
428	1676.838
429	2080.740
430	1863.666
431	2409.568
432	1910.469
433	1898.369
434	1605.295
435	1832.195
436	1584.094
437	1719.019
438	2127.917
439	1663.816
440	1699.739
441	2191.637
442	2657.534
443	1725.457
444	1887.354
445	2282.250
446	2631.172
447	2396.067
448	2529.962
449	2296.883
450	3007.777
451	2898.671
452	2885.591
453	2831.484
454	2700.376
455	3459.295
456	3065.318
457	3267.543
458	3046.856
459	4217.798
460	3159.977
461	2650.094
462	3334.914
463	3288.761
464	3490.861
465	3679.352
466	3350.317
467	4596.234
468	3525.372
469	3875.486
470	3574.838
471	3673.134
472	3657.312
473	3835.502
474	3403.006
475	3685.615
476	3844.169
477	3728.671
478	3837.949
479	4258.129
480	4150.288
481	4249.567
482	3974.579
483	3646.538
484	3766.275
485	3930.193
486	3551.646
487	3628.587
488	3798.636
489	4289.476
490	4409.600
491	4717.705
492	4439.077
493	5031.902
494	4390.394
495	4926.295
496	5022.851
497	4310.399
498	4580.554
499	4594.277
500	5696.697
501	5129.724
502	5831.141
503	5495.511
504	5165.253
505	5747.526
506	5407.000
507	5281.960
508	5221.885
509	4844.948
510	5538.904
511	5084.075
